article_id,name,role_raw,type_final,gender_final,stance,conf,segment
2014E112T056,Tomáš HUDEČEK,primátor hl,M6,M,S0,3,hl. m. Prahy TOP 09 Dobrý večer.
2014E112T056,Pavel BÉM,tehdejší pražský primátor,M6,M,S0,3,pražský primátor ODS 13. 10. 2008 Nedovedu si představit situaci ve které by nebyl nalezen viník. redaktor Viníky nalézat nedařilo až po ten nejzávažnější při kterém čekal zasypaný bagrista na záchranu přes 6 hodin. Největší bombu ale odpálil nástupce Pavla Béma v čele pražského magistrátu Bohuslav Svoboda.
2014E112T056,Bohuslav SVOBODA,tehdejší pražský primátor,M6,M,S0,3,pražský primátor ODS OVM 6. 2. 2011 Ta cena za realizaci tunelu Blanka narůstá zhruba o 10 miliard nahoru. redaktor Původně totiž vyhrál Metrostav tendr na stavbu tunelu Blanka s tím že bude stát něco přes 24 miliard. Poté co vyšlo najevo že bude výrazně dražší je vedení Prahy v permanentním sporu s Metrostavem. Magistrát přestal platit faktury a některé práce nechal seškrtat. Spory vygradovaly loni na podzim. Vedení Prahy přišlo s tím že smlouvy na tunel Blanka mají být od začátku neplatné Metrostav kontroval tím že stavbu přerušil.
2014E123A040,Milan VÁŇA,výzkumný pracovník,M3,M,S6,3,pracovník Atmosférická stanice Křešín u Pacova CzechGlobe Ty koncentrace oxidu uhličitýho jdou kontinuálně nahoru jo ten trend je jednoznačně vzestupný.
2014E123A040,Petra RAJSNEROVÁ,experimentální stanice,M5,F,S6,2,stanice Domanínek CzechGlobe Zvýšená koncentrace oxidu uhličitého zvyšuje výnos pšenice ale snižuje se kvalita bílkovin a potom teda kvalita i mouky.
2014E123A040,Karel KLEM,vedoucí oddělení impaktových studií,M5,M,S6,2,oddělení impaktových studií CzechGlobe Ta zvýšená teplota ty periody sucha a ty už v tuto chvíli se stávají v podstatě rizikové zejména pokud se týká produkce rostlin produkce potravin a podobně.
2014E123A040,Michal MAREK,ředitel,M5,M,S6,2,CzechGlobe Vemete li si jednu věc tato planeta živí 7 miliard za pár let nás bude 9 miliard.
2014E148T073,Petr MACH,předseda strany nově zvolený europoslanec,M6,M,S0,3,strany nově zvolený europoslanec Svobodní Já se s Václavem Klausem shodou okolností uvidím zítra protože my se vídáme tak zhruba jednou za půl roku na nějakých jazzových setkáních. A já se shodou okolností tedy zítra zúčastním předpokládám že on tam bude taky. Takže si asi vyměníme pár slov tam.
2014E135T071,Jan DAŇHELKA,hydrolog náměstek ředitele pro hydrologii,M3,M,S0,3,náměstek ředitele pro hydrologii ČHMÚ Dobrý večer.
2014E135T071,Václav KLAUS,předseda vlády,M6,M,S0,3,vlády Události 9. 7. 1997 Je to přírodní katastrofa rozměrů které neznáme v naší zemi. redaktor Další velká rána přišla v roce 2002 a ne jedna. Příroda poslala dvě vlny druhou až třikrát větší než první zemřelo 17 lidí 225 tisíc bylo evakuováno škody přesáhly 73 miliard korun. Po povodni byly schváleny zákony o výjimečném stavu a o integrovaném záchranném systému. Mají zajistit lepší rychlejší a koordinovanější pomoc v krizových situacích. Klíčové složky hlavně hasiči záchranáři a policisté spolu také ještě častěji trénují a města se pustila do protipovodňových opatření. Místo pytlů s pískem které v roce 2002 tlak vody nevydržely chrání pražské sídliště v Českých Budějovicích mobilní stěna. osoba Ještě 3 milimetry takže úplně na maximum. redaktor Chráněný je dnes i symbol povodní 2002 středočeské Zálezlice. Voda smetla dvě třetiny obce dnes stojí kilometr a půl dlouhá hráz. Stavbu brzdily výkupy pozemků proto nebyla hotová při loňských červnových záplavách. redaktor Události 4. 6. 2013 V těchto místech byly v roce 2002 trosky domů. Po 11 letech se sem voda zase vrátila. redaktor Na jiných místech zábrany nestačily nebo přímo uškodily. V Mlékojedech u Litoměřic hráz loni zadržela vodu která přitekla z pískovny a vznikl tak velký rybník s vesnicí
2014E127T029,John HOLDREN,vědecký poradce,M3,M,S6,3,poradce Bílého domu Léta jsou delší a teplejší. Delší dobu trvají extrémní horka. Na západě začínají dřív na jaře požáry v přírodě a trvají až do podzimu. Déšť způsobuje na mnoha místech záplavy a doprovází ho silné bouře.
2014E126T067,Lubomír ZAORÁLEK,místopředseda strany ministr zahraničních věcí,M6,M,S0,3,strany ministr zahraničních věcí ČSSD Dobrý večer.
2014E126T067,Miloš ZEMAN,prezident,M6,M,S0,3,ČR 29. 1. 2014 Milý pane premiére 6 chyb v 1 5stránkovém dokumentu je poměrně dost a ne zcela svědčí o profesionalitě. redaktor Od prvního dne premiér a jeho dva koaliční partneři věděli že si nemohou dovolit malé cíle.
2014E126T067,Bohuslav SOBOTKA,premiér předseda strany,M6,M,S0,3,předseda strany ČSSD 29. 1. 2014 Je důležité abychom se soustředili na hospodářský vzestup a prosperitu.
2014E126T067,Andrej BABIŠ,ministr financí předseda hnutí,M6,M,S0,3,financí předseda hnutí ANO 29. 1. 2014 Připravit se na výběr hlavně DPH daní 2015 a 2016 konečně začít stavět dálnice.
2014E126T067,Pavel BĚLOBRÁDEK,místopředseda vlády předseda strany,M6,M,S0,3,vlády předseda strany KDU ČSL 29. 1. 2014 Je to otázka podpory rodin s dětmi je to otázka právního státu. redaktor I když si na vyslovení důvěry musela počkat získala ji vláda pak pohodlně hlasy všech 110 přítomných koaličních poslanců. osoba Konstatuji že Poslanecká sněmovna vyslovila vládě důvěru. redaktor A jak si tedy stojí splněním svých cílů? Hospodářský růst prognózy slibují za to si ale vláda body zatím připisovat nemůže. Daňové zvýhodnění rodin s dětmi je v plánu zdržuje se ale diskutovaný služební zákon. Jeho schválení v původním termínu tedy do konce května je podle místopředsedy vlády Pavla Bělobrádka nereálné.
2014E122T088,Lubomír ZAORÁLEK,ministr zahraničí,M6,M,S0,3,zahraničí ČSSD Já bych to nedával do žádné takovéhle souvislosti.
2014E176A018,Petra RAJSNEROVÁ,výzkumnice,M3,F,S6,2,Czech Globe Součástí přístroje je komůrka do které uzavřeme list a měříme vlastně koncentraci CO2 která je rozdílná při vstupu a na výstupu. Současné výsledky ukazují že například u pšenice bude výnos vyšší ale kvalita bude klesat.
2014E176A018,Pavlína SMUTNÁ,výzkumnice,M3,F,S0,2,Agronomická fakulta Mendelova univerzita Je to perspektivní z hlediska krmivářství výroba krmiv pro dobytek a případně tedy z hlediska produkce biomasy pro bioplynové stanice.
2014E176A018,Tomáš VYHNÁNEK,odborný as,M3,M,S0,3,as. Agronomická fakulta Mendelova univerzita To jsou vlastně látky antioxidační povahy to znamená mají význam v ochraně organismu před volnými radikály.
2014E172A024,Fabien COUSTEAU,oceánograf,M3,M,S6,3,Zaměřujeme se na problémy spojené se změnou klimatu a to především v okolí korálových útesů.
2014E172A024,Tomáš ZACHAT,koordinátor inform,M5,M,S0,3,inform. a komunikačních technologií SPŠ na Třebešíně Měl jsem stanovenou kapacitu sálu kterou se mi povedlo velice snadno naplnit protože ten zájem byl obrovský.
2014E172A024,Matyáš ŠANDA,autor projektu,M5,M,S0,3,projektu Hydronaut Je to především otázka pro dlouhodobé kosmické lety. Dneska s oblibou říká že technicky a technologicky lidstvo je už schopno doletět ale vždycky problém je ještě ten člověk.
2014E167A084,Fabien COUSTEAU,oceánograf,M3,M,S6,3,Zaměřujeme se na problémy spojené se změnou klimatu a to především v okolí korálových útesů.
2014E167A084,Tomáš ZACHAT,koordinátor inform,M5,M,S0,3,inform. a komunikačních technologií SPŠ Na Třebešíně Měl jsem stanovenou kapacitu sálu kterou se mi povedlo velice snadno naplnit protože ten zájem byl obrovský.
2014E167A084,Matyáš ŠANDA,autor projektu,M5,M,S0,3,projektu Hydronaut Je to především otázka pro dlouhodobé kosmické lety. Dneska se s oblibou říká že technicky a technologicky lidstvo je už schopno doletět ale vždycky problém je ještě ten člověk.
2014E158A018,Daniel KAISER,ředitel školy,M5,M,S0,3,školy Snažili jsme se právě vytvořit prostředí které bude pro ty děti spíš přirozenější od přírody než aby vnímaly tu hrůzu těch kamionů které tady kolem nás jezdí.
2014E158A018,Jarmila BARTÁKOVÁ,učitelka,M2,F,S0,3,K dispozici je tady celá řada herních prvků třeba hrad Rampelník. Je tady trampolína je tady lanovka máme pískoviště. A k dispozici jsou tady také je tady jízdní dráha pro koloběžky. Děti mají v družině koloběžky a mohou se tady projíždět.
2014E158A018,Daniela KAUDERSOVÁ,učitelka,M2,F,S0,3,My jsme se snažili vytvořit hru která bude primárně o Spořilovu ale v podstatě i o celé Praze. Jsou tam reálie spořilovské i pražské. Ale zabrousíme i do historie. Jedná se o deskovou hru nic složitého. A dá se hrát velmi dlouho protože otázek je 550.
2014E158A018,Petra WEINHOLDOVÁ,učitelka,M2,F,S0,3,Každý měl jakoby svůj obor na který vymýšlel otázky. A pak samozřejmě ještě já a můj kolega jsme tedy tomu dali nějakou finální podobu.
2014E156A002,Angela MERKELOVÁ,německá kancléřka,M6,F,S0,3,kancléřka Vždy jsme se shodovali na naší pozici vzhledem k Ukrajině. Teď je důležité aby taky Rusko udělalo něco pro uklidnění situace.
2014E156A002,Francois HOLLANDE,francouzský prezident,M6,M,S0,3,prezident Skupina G7 je připravená zavést cílené sankce pokud bude potřeba. Cílem je zajistit aby nedošlo k dalším střetům.
2014E156A002,Vladimir PUTIN,ruský prezident,M6,M,S0,3,prezident Pokud mají důkazy ať je předloží. Lžou! Na jihovýchodě Ukrajiny nejsou žádné ruské síly žádný ruský instruktor. Nejsou tam a nikdy nebyli.
2014E178T062,Josef ELSTER,vedoucí,M5,M,SKIP,3,Centra polární ekologie Přírodovědecké fakulty Jihočeská univerzita v Českých Budějovicích Dobrý večer.
2014E178T062,Oleg DITRICH,parazitolog,M3,M,SKIP,3,Završuje se tím určitá etapa našeho dlouhodobého snažení kdy vyvstávaly překážky jedna za druhou. redaktor 4 roky řešili vědci s norskou vládou kde a jak bude stanice fungovat. Dnes mají velkou společnou místnost spojenou s kuchyní ložnice s palandami o patro výš pak prostor na spaní pro víc než 10 lidí a také dvě nové laboratoře. Díky nim budou moct pracovat rychleji a zvládnou víc testů například i analýzu DNA.
2014E178T062,Kim HOLMÉN,ředitel,M5,M,SKIP,3,Norský polární institut Parazitologie potravinový řetězec pevninské ekosystémy a také život na souši jako takový.
2014E178T062,Alexandra BERNARDOVÁ,botanička,M3,F,S6,2,Vegetace jak vypadá tady teď tak tak nějak vypadala i v Čechách nebo v našich klimatických podmínkách před 10 tisíci lety když ustupoval ledovec. redaktor Popsali také život parazita který donutí škeble rozchlipky aby nezůstaly schované v bahně. Pro predátory jsou pak snadnou kořistí. Pro jednotlivá měření a sbírání materiálů jezdí čeští vědci do zálivu Petunia který je 60 kilometrů severně od Longyearbyenu. Cesta na člunu trvá asi 2 hodiny pokud se zhorší počasí není možné na moře vůbec vyrazit.
2014E178T062,Miloš JAHODA,kapitán lodě,M2,M,SKIP,3,lodě Ostatní členové týmu vědci začali cítit co obnáší námořní řemeslo a začali k tomu přistupovat trošičku jinak než jenom jako na veslici na Máchově jezeře. redaktor Muž přes palubu totiž přežije ve vodě která má 1 až 4 stupně Celsia většinou jen několik minut. V čisté divočině kde je spojení s civilizací možné výhradně přes satelitní telefon tráví vědci celou letní sezónu od června do konce srpna. Tam provádí terénní výzkum měření a sběr materiálu který budou následně analyzovat především v nových laboratořích. Navíc každý rok přijíždí studenti z českých univerzit na kurz polární ekologie. Naplno se zapojují do výzkumu a přináší nové nápady.
2014E178T062,Libor GRUBHOFFER,rektor,M5,M,SKIP,3,Jihočeská univerzita Pobyt našich studentů tady na Špicberkách je skutečně pro ně zkušenost k nezaplacení kterou budou v nejrůznější podobě využívat celý život a bude se jim hodit celý život. redaktor Už příští rok by chtěli čeští vědci udělat další velký krok na vodu spustit novou loď a na terénní stanici postavit 4 mobilní dřevěné kontejnery.
2014E178T062,Tomáš TYML,parazitolog,M3,M,SKIP,3,Právě jsme v zálivu Petunia kde využíváme dvě chaty. Za mnou vidíte tu hlavní která je vybavena kuchyní místností na ubytování a pak takovou jednodušší laboratoří kde máme přes sezónu nainstalovaný mikroskop elektriku a další vybavení co potřebujeme.
2014E178T062,Jan KAVAN,hydrolog,M3,M,SKIP,3,Tady v tý chatce bydlej během kurzu studenti bydlím tam i já protože i kvůli tý bezpečnosti aby tam byl někdo se zbraní.
2014E178T075,Václav CÍLEK,geolog spisovatel,M3,M,S0,2,spisovatel Při epizodě El Niňo se uvolňuje tolik energie že to odpovídá několika desetitisícům jaderných bomb.
2014E178T075,Taťána MÍKOVÁ,meteoroložka,M3,F,S6,2,ČT Výzkumy které hledaly vazbu mezi El Niněm a počasím nebo vývojem klimatu v České republice vlastně téměř nic neukázaly.
2014E178T075,Jaroslav ROŽNOVSKÝ,ředitel pobočky,M5,M,SKIP,3,pobočky ČHMÚ Brno Dobrý večer.
2014E193A043,Leonard KUNTZ,opravář,M2,M,SKIP,3,Říká se že by provozovatel ropovodu platil větší daně v tomhle okrese než my všichni dohromady.
2014E193A043,Connie EISSINGEROVÁ,radní města,M6,F,SKIP,3,města Circle Znamená to že budeme schopni dovybavit naši infrastrukturu a udělat věci které náš okres potřebuje už léta.
2014E193A043,Wade SIKORSKI,majitel farmy,M5,M,S3,2,farmy Směřujeme k úplnému selhání potravinového systému. To je má hlavní obava z ropovodu Keystone. Je to jedna z mnoha věcí ale symbolická.
2014E190A033,Ladislav TŘEŠTÍK,myslivec,M2,M,SKIP,3,Oháňka špatná krátká říkám prašivá liška tak vůbec jsem neváhal.
2014E190A033,Michal JAKUBEC,preparátor,M2,M,SKIP,3,Typické pro šakala jsou srostlé polštářky. Dalším poznávacím znakem šakala oproti lišce jsou zlatavě zbarvené přední končetiny liška má tmavé a tady to můžeme vidět na přední tlapce pěkně.
2014E190A033,Ivo OTÁHAL,zoolog,M3,M,S6,2,To šíření je velice rychlé. Může to souviset taky s globálním oteplováním planety.
2014E186A047,Štefan OLEJÁR,obyvatel,M2,M,SKIP,3,Šebrova To není maličkost ale řešil bych to daleko dřív a co to přináší normálním rodinám? No těžkosti protože tam už nejde o jenom o zelenou trávu nebo o nějakou mrkev nebo o něco ale tam jde o víc tam jde o normální běh života.
2014E186A047,Jiří NECHVÍLE,starosta,M6,M,SKIP,3,Šebrova KDU ČSL Pokud je spotřeba obce 144 kubíků nebo do 150 kubíků za den není problém se zásobováním obyvatel pokud se dostaneme nad 200 kubíků tak obec se dostává do problémů.
2014E186A047,Petra ODEHNALOVÁ,obyvatelka,M2,F,SKIP,3,Šebrova Nebyla voda naráz nám přestala téct večer jste se chtěla vykoupat a netekla.
2014E186A047,Bronislav ŠAMŠULA,starosta,M6,M,S0,3,Okrouhlé ČSSD Obec Okrouhlá s okamžitou platností vyhlašuje do odvolání zákaz napouštění bazénů z veřejné vodovodní sítě.
2014E186A047,Alena STOLÁŘOVÁ,hydroložka,M3,F,S0,3,ČHMÚ Brno Kromě Blanenska jsou zasaženy obce v oblasti kolem Uherského Hradiště potom také v soutokové oblasti řek Moravy a Dyje kolem obcí Lanžhot a Břeclav.
2014E234T040,Josef ELSTER,vedoucí,M5,M,S0,3,Centra polární ekologie Přírodovědecké fakulty Jihočeská univerzita v Českých Budějovicích Dobrý večer.
2014E234T040,Oleg DITRICH,parazitolog,M3,M,S0,3,Završuje se tím určitá etapa našeho dlouhodobého snažení kdy vyvstávaly překážky jedna za druhou. redaktor 4 roky řešili vědci s norskou vládou kde a jak bude stanice fungovat. Dnes mají velkou společnou místnost spojenou s kuchyní ložnice s palandami o patro výš pak prostor na spaní pro víc než 10 lidí a také dvě nové laboratoře. Díky nim budou moct pracovat rychleji a zvládnou víc testů například i analýzu DNA.
2014E234T040,Kim HOLMÉN,ředitel,M5,M,S0,3,Norský polární institut Parazitologie potravinový řetězec pevninské ekosystémy a také život na souši jako takový.
2014E234T040,Alexandra BERNARDOVÁ,botanička,M3,F,S0,3,Vegetace jak vypadá tady teď tak tak nějak vypadala i v Čechách nebo v našich klimatických podmínkách před 10 tisíci lety když ustupoval ledovec. redaktor Popsali také život parazita který donutí škeble rozchlipky aby nezůstaly schované v bahně. Pro predátory jsou pak snadnou kořistí. Pro jednotlivá měření a sbírání materiálů jezdí čeští vědci do zálivu Petunia který je 60 kilometrů severně od Longyearbyenu. Cesta na člunu trvá asi 2 hodiny pokud se zhorší počasí není možné na moře vůbec vyrazit.
2014E234T040,Miloš JAHODA,kapitán lodě,M2,M,S0,3,lodě Ostatní členové týmu vědci začali cítit co obnáší námořní řemeslo a začali k tomu přistupovat trošičku jinak než jenom jako na veslici na Máchově jezeře. redaktor Muž přes palubu totiž přežije ve vodě která má 1 až 4 stupně Celsia většinou jen několik minut. V čisté divočině kde je spojení s civilizací možné výhradně přes satelitní telefon tráví vědci celou letní sezónu od června do konce srpna. Tam provádí terénní výzkum měření a sběr materiálu který budou následně analyzovat především v nových laboratořích. Navíc každý rok přijíždí studenti z českých univerzit na kurz polární ekologie. Naplno se zapojují do výzkumu a přináší nové nápady.
2014E234T040,Libor GRUBHOFFER,rektor,M5,M,S0,3,Jihočeská univerzita Pobyt našich studentů tady na Špicberkách je skutečně pro ně zkušenost k nezaplacení kterou budou v nejrůznější podobě využívat celý život a bude se jim hodit celý život. redaktor Už příští rok by chtěli čeští vědci udělat další velký krok na vodu spustit novou loď a na terénní stanici postavit 4 mobilní dřevěné kontejnery.
2014E234T040,Tomáš TYML,parazitolog,M3,M,S0,3,Právě jsme v zálivu Petunia kde využíváme dvě chaty. Za mnou vidíte tu hlavní která je vybavena kuchyní místností na ubytování a pak takovou jednodušší laboratoří kde máme přes sezónu nainstalovaný mikroskop elektriku a další vybavení co potřebujeme.
2014E234T040,Jan KAVAN,hydrolog,M3,M,S0,3,Tady v tý chatce bydlej během kurzu studenti bydlím tam i já protože i kvůli tý bezpečnosti aby tam byl někdo se zbraní.
2014E216T073,Jill COOKOVÁ,kurátorka,M5,F,S0,3,Britské muzeum v Londýně 13. 2. 2013 Bez ní by ta výstava nebyla ani zdaleka tak působivá a zajímavá.
2014E216T073,Michal LUKEŠ,generální ředitel,M5,M,S0,3,ředitel Národního muzea Dobrý večer.
2014E273A069,Amarjit SANGH,odpůrce indického premiéra,M2,M,S0,3,indického premiéra Přivítat tohoto neonacistu v naší zemi je jako dát zelenou všem tyranům na světě. Stačí si dát na sebe nálepku demokracie a všechno vám projde.
2014E273A069,Ram PATEL,stoupenec indického premiéra,M2,M,S0,3,indického premiéra Chtěl jsem vidět člověka který dokáže dvě země spojit. Musíme se dívat na dlouhodobé vztahy.
2014E273A069,Narendra MODI,indický premiér,M6,F,S0,3,premiér Vzal jsem na sebe zodpovědnost zničit všechny zákony které už jsou překonané.
2014E265A012,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN Změna klimatu je zásadní otázkou naší doby. Tento problém musíme řešit neodkladně. Čím déle to budeme odkládat tím víc za to zaplatíme. Kvůli tomu je potřeba abychom byli všichni na jedné lodi náboženské komunity i občanská společnost. redaktorka V brazilském Rio de Janeiru se pochodu zúčastnily stovky lidí. Jejich transparenty hlásaly že otázka klimatických změn se týká úplně každého. Michael
2014E265A012,Freitas MOHALLEM,organizátor,M5,M,S6,2,Chceme aby energie pocházela ze 100 čistých zdrojů. To není zas tak obtížná žádost není to sci fi nejde o nic co by se dělo v budoucnu. Děje se to teď. Země jako Uruguay už má čistou energii a Norsko se k tomu blíží. redaktorka Akce v Riu byla součástí globálních protestů celkem ve 161 zemích mezi nimi třeba Itálie Bulharsko nebo Afghánistán. Zítra se bude tématu klimatických změn věnovat summit OSN v New Yorku.
2014E252A007,Barbora URBANOVÁ,koordinátorka,M5,F,S6,3,Klimatické koalice Tak například 23. září svolává do New Yorku generální tajemník OSN Pan Ki mun klimatický summit kterým se právě snaží akcelerovat přípravu globální dohody. Ta nová globální dohoda pak by měla být přijata na konci příštího roku v Paříži a právě zde by se měly státy zavázat k razantní redukci.
2014E250A004,Karel SCHWARZENBERG,předseda zahraničního výboru,M6,M,S0,3,zahraničního výboru PS exministr zahraničí TOP 09 Spíše bych se podíval po alternativních trzích poněvadž nevíme jak se to bude v Rusku vyvíjet. Nesmíme taky zapomenout že se trošku přehání význam exportu do Ruské federace pro naše hospodářství. Zdaleka ještě nedosahuje obsah našeho exportu do Bavorska. Například. Musíme to trochu střízlivěji vidět. Jsem pro rozvoj ale měli bychom se na to dívat střízlivě a dívat se kde jsou největší možnosti a ne mermomocí teď se vší sílou investovat tam kde očekáváme ještě další potíže.
2014E250A004,Lubomír ZAORÁLEK,ministr zahraničí,M6,M,S0,3,zahraničí ČSSD Já bych tak úplně nesouhlasil s tím že to není zas nic moc rozsáhlého protože já bych chtěl upozornit že dnes vlastně není úplně přesně k dispozici jaký je rozsah toho obchodu s Ruskem především proto že je těžké sledovat cestu reexportu které se dějí třeba přes Německo. A to je to Německo. Jenomže to vypadá že to je do Německa ale vlastně je to do Ruska. Takže bohužel tady ta úvaha je méně optimistická. My se domníváme že to bude bohužel spíš větší rozsah než se na první pohled zdá. A na druhé straně to co je dnes strategie Ministerstva zahraničí tak vzhledem k tomu že na summitu zaznělo že to co se odehrává dnes na východě Ukrajiny není bouřka ale bohužel je to spíš klimatická změna. To znamená že to je něco kde je nebezpečí že to bude mít charakter spíš střednědobý nebo dokonce dlouhodobý.
2014E271T009,Barack OBAMA,prezident,M6,M,S6,3,USA ukázka 24. 9. 2014 Jako dvě největší ekonomiky a zároveň dva největší znečišťovatelé na světě máme zvláštní odpovědnost. Vyzýváme všechny obyvatele země aby se k nám připojili ne příští rok nebo rok po tom ale právě teď. Čang KAO LI 1. vicepremiér Číny ukázka 24. 9. 2014 Čína zdvojnásobí roční finanční podporou pro zřízení fondu spolupráce s rozvojovými zeměmi v oblasti změny klimatu. Navíc dá 6 milionů dolarů na podporu snahy generálního tajemníka OSN o tuto spolupráci.
2014E271T009,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN ukázka 24. 9. 2014 Změna klimatu ohrožuje těžce vydobytý mír. Náš blahobyt a šance pro miliardy lidí je to hlavní úkol dneška. Naše reakce rozhodne o budoucnosti. Potřebujeme každou ruku.
2014E271T009,Pavel ŠOLC,náměstek ministra průmyslu a obchodu,M5,M,S0,3,ministra průmyslu a obchodu Dobré odpoledne vám i divákům.
2014E271T009,Martin SEDLÁK,ředitel,M5,M,S0,3,Aliance pro energetickou soběstačnost Dobrý den.
2014E271T009,Jan MLÁDEK,ministr průmyslu a obchodu,M6,M,S4,2,průmyslu a obchodu ČSSD ukázka 20. 7. 2014 V tuto chvíli se zdá to nejjednodušší že budou ty bloky dva. Jeden v Temelíně a jeden v Dukovanech. Na tom jsem zaznamenal poměrně široký konsensus a má to jeden dobrý důvod protože začíná být obava aby v Dukovanech nepřestala jednoho dne být jaderná elektrárna protože Dukovany mají povolenou činnost do roku 2025 respektive 2027.
2014E267T047,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN Dnešek byl skvělý den. Nikdy předtím se nesešlo tolik světových lídrů proto aby přispěli k debatě o klimatických změnách. Všem těm kdo do New Yorku přijeli s chutí na tom pracovat velmi děkuji.
2014E267T015,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN Dnešek byl skvělý den. Nikdy předtím se nesešlo tolik světových lídrů proto aby přispěli k debatě o klimatických změnách. Všem těm kdo do New Yorku přijeli s chutí na tom pracovat velmi děkuji.
2014E267T054,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN Dnešek byl skvělý den. Nikdy předtím se nesešlo tolik světových lídrů proto aby přispěli k debatě o klimatických změnách. Všem těm kdo do New Yorku přijeli s chutí na tom pracovat velmi děkuji.
2014E267T010,Barack OBAMA,prezident,M6,M,S6,3,USA Jako dvě největší ekonomiky a zároveň dva největší znečišťovatelé na světě máme zvláštní odpovědnost. Vyzýváme všechny obyvatele země aby se k nám připojili. Ne příští rok nebo rok po tom ale právě teď. Čang KAO LI 1. vicepremiér Číny Čína zdvojnásobí roční finanční podporu pro zřízení fondu spolupráce s rozvojovými zeměmi v oblasti změny klimatu. Navíc dá šest milionů dolarů na podporu snahy generálního tajemníka OSN o tuto spolupráci. redaktorka Generální tajemník OSN Pan Ki mun hned v úvodu summitu řekl že změna podnebí představuje pro lidstvo historicky největší výzvu.
2014E267T010,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN Změna klimatu ohrožuje těžce vydobytý mír náš blahobyt a šance pro miliardy lidí. Je to hlavní úkol dneška. Naše reakce rozhodne o budoucnosti. Potřebujeme každou ruku. redaktorka Jednodenní summit na pravidelném zasedání Valného shromáždění OSN pracoval na rámcovém návrhu nové globální smlouvy o boji proti klimatickým změnám. Ta má být hotová příští rok.
2014E267T026,Barack OBAMA,prezident,M6,M,S6,3,USA Jako dvě největší ekonomiky a zároveň dva největší znečišťovatelé na světě máme zvláštní odpovědnost. Vyzýváme všechny obyvatele země aby se k nám připojili. Ne příští rok nebo rok po tom ale právě teď. Čang KAO LI 1. vicepremiér Číny Čína zdvojnásobí roční finanční podporu pro zřízení fondu spolupráce s rozvojovými zeměmi v oblasti změny klimatu. Navíc dá šest milionů dolarů na podporu snahy generálního tajemníka OSN o tuto spolupráci. redaktorka Generální tajemník OSN Pan Ki mun hned v úvodu summitu řekl že změna podnebí představuje pro lidstvo historicky největší výzvu.
2014E267T026,Pan KI MUN,generální tajemník,M6,M,S6,3,tajemník OSN Změna klimatu ohrožuje těžce vydobytý mír náš blahobyt a šance pro miliardy lidí. Je to hlavní úkol dneška. Naše reakce rozhodne o budoucnosti. Potřebujeme každou ruku. redaktorka Jednodenní summit na pravidelném zasedání Valného shromáždění OSN pracoval na rámcovém návrhu nové globální smlouvy o boji proti klimatickým změnám. Ta má být hotová příští rok.
2014E266T058,Bedřich MOLDAN,ředitel,M5,M,S0,3,Centra pro otázky životního prostředí UK bývalý ministr životního prostředí TOP 09 Dobrý večer.
2014E266T058,Al GORE,bývalý americký viceprezident,M6,M,S6,3,americký viceprezident Zabývat se klimatem to není volba mezi ekonomikou a životním prostředím. Je to důležité pro práci průmysl podporuje to inovace omezuje riziko konfliktu podporuje ekonomický růst a hlavně zajišťuje udržitelnost a prosperitu pro ty kteří přijdou po nás. Cesta ke změně je jasná dohoda příští rok v Paříži.
2014E266T058,Leonardo DICAPRIO,herec,M2,M,S6,3,Každý týden vidíme nepopíratelné důkazy klimatických změn. Přátelé toto shromáždění možná více než kterékoliv jiné shromáždění v historii čelí tomuto zásadnímu problému. Můžete změnit historii nebo historie očerní vás.
2014E265T082,Bruce JAKOSKY,vedoucí projektu,M5,M,SKIP,3,projektu Jsme na oběžné dráze Marsu. Dostat se tam nám trvalo 11 let. A teď se můžeme pustit do výzkumu který jsme celou tu dobu plánovali.
2014E265T082,Jim GREEN,ředitel divize pro výzkum planet,M5,M,SKIP,3,divize pro výzkum planet NASA Oběžnou dráhu změníme tak aby se sonda mohla ponořit do atmosféry a pak projít ionosférou až do oblasti slunečního větru.
